dataelement,period,orgunit,categoryoptioncombo,attributeoptioncombo,value,storedby
tArf2JT2OGN,201610,xYkB7hyV41r,cJKLG2tjEmO,H3XczdtGIO5,2,felix
tArf2JT2OGN,201610,xYkB7hyV41r,g7Lh5zbS2En,H3XczdtGIO5,13,felix
lgfAGuYAdPZ,201610,KxN7AYbxLSN,p8KHSw07YH1,H3XczdtGIO5,3,felix
lgfAGuYAdPZ,201610,KxN7AYbxLSN,lbCDtnQRrh6,H3XczdtGIO5,48,felix
zpJjBI4BewR,201610,KxN7AYbxLSN,lbCDtnQRrh6,H3XczdtGIO5,4,felix
lgfAGuYAdPZ,201610,D5VHnJ2vect,p8KHSw07YH1,H3XczdtGIO5,34,felix
lgfAGuYAdPZ,201610,D5VHnJ2vect,lbCDtnQRrh6,H3XczdtGIO5,510,felix
zpJjBI4BewR,201610,D5VHnJ2vect,lbCDtnQRrh6,H3XczdtGIO5,4,felix
uAlw1jSa1Az,201610,D5VHnJ2vect,cJKLG2tjEmO,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,D5VHnJ2vect,g7Lh5zbS2En,H3XczdtGIO5,7,felix
tArf2JT2OGN,201610,D5VHnJ2vect,cJKLG2tjEmO,H3XczdtGIO5,4,felix
tArf2JT2OGN,201610,D5VHnJ2vect,g7Lh5zbS2En,H3XczdtGIO5,23,felix
lgfAGuYAdPZ,201610,DINkFIMyh9j,p8KHSw07YH1,H3XczdtGIO5,8,felix
lgfAGuYAdPZ,201610,DINkFIMyh9j,lbCDtnQRrh6,H3XczdtGIO5,49,felix
zpJjBI4BewR,201610,DINkFIMyh9j,lbCDtnQRrh6,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,DINkFIMyh9j,g7Lh5zbS2En,H3XczdtGIO5,5,felix
tArf2JT2OGN,201610,DINkFIMyh9j,cJKLG2tjEmO,H3XczdtGIO5,8,felix
tArf2JT2OGN,201610,DINkFIMyh9j,g7Lh5zbS2En,H3XczdtGIO5,49,felix
lgfAGuYAdPZ,201610,Fp0lNj7rhfL,p8KHSw07YH1,H3XczdtGIO5,1,felix
lgfAGuYAdPZ,201610,Fp0lNj7rhfL,lbCDtnQRrh6,H3XczdtGIO5,8,felix
lgfAGuYAdPZ,201610,KyonjDmOEi9,p8KHSw07YH1,H3XczdtGIO5,1,felix
lgfAGuYAdPZ,201610,KyonjDmOEi9,lbCDtnQRrh6,H3XczdtGIO5,5,felix
uAlw1jSa1Az,201610,KyonjDmOEi9,g7Lh5zbS2En,H3XczdtGIO5,3,felix
tArf2JT2OGN,201610,KyonjDmOEi9,cJKLG2tjEmO,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,KyonjDmOEi9,g7Lh5zbS2En,H3XczdtGIO5,7,felix
lgfAGuYAdPZ,201610,PPSlcuMSjBf,p8KHSw07YH1,IpcHlwXHAL4,1,felix
lgfAGuYAdPZ,201610,PPSlcuMSjBf,lbCDtnQRrh6,IpcHlwXHAL4,56,felix
zpJjBI4BewR,201610,PPSlcuMSjBf,lbCDtnQRrh6,IpcHlwXHAL4,1,felix
lgfAGuYAdPZ,201610,BwF2JaC8lCL,p8KHSw07YH1,H3XczdtGIO5,10,felix
lgfAGuYAdPZ,201610,BwF2JaC8lCL,lbCDtnQRrh6,H3XczdtGIO5,15,felix
uAlw1jSa1Az,201610,BwF2JaC8lCL,g7Lh5zbS2En,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,BwF2JaC8lCL,cJKLG2tjEmO,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,BwF2JaC8lCL,g7Lh5zbS2En,H3XczdtGIO5,5,felix
lgfAGuYAdPZ,201610,DoFGg4toGRt,p8KHSw07YH1,JqXGWrK1gp9,32,felix
lgfAGuYAdPZ,201610,DoFGg4toGRt,lbCDtnQRrh6,JqXGWrK1gp9,52,felix
zpJjBI4BewR,201610,DoFGg4toGRt,lbCDtnQRrh6,JqXGWrK1gp9,3,felix
uAlw1jSa1Az,201610,DoFGg4toGRt,g7Lh5zbS2En,JqXGWrK1gp9,2,felix
tArf2JT2OGN,201610,DoFGg4toGRt,cJKLG2tjEmO,JqXGWrK1gp9,1,felix
tArf2JT2OGN,201610,DoFGg4toGRt,g7Lh5zbS2En,JqXGWrK1gp9,16,felix
uAlw1jSa1Az,201610,JgBnZEcsqDR,cJKLG2tjEmO,IpcHlwXHAL4,4,felix
uAlw1jSa1Az,201610,JgBnZEcsqDR,g7Lh5zbS2En,IpcHlwXHAL4,98,felix
tArf2JT2OGN,201610,JgBnZEcsqDR,cJKLG2tjEmO,IpcHlwXHAL4,9,felix
tArf2JT2OGN,201610,JgBnZEcsqDR,g7Lh5zbS2En,IpcHlwXHAL4,329,felix
lgfAGuYAdPZ,201610,B9XQn7IBaMW,p8KHSw07YH1,K0cWjvomIMf,25,felix
lgfAGuYAdPZ,201610,B9XQn7IBaMW,lbCDtnQRrh6,K0cWjvomIMf,760,felix
zpJjBI4BewR,201610,B9XQn7IBaMW,lbCDtnQRrh6,K0cWjvomIMf,25,felix
uAlw1jSa1Az,201610,B9XQn7IBaMW,cJKLG2tjEmO,K0cWjvomIMf,1,felix
uAlw1jSa1Az,201610,B9XQn7IBaMW,g7Lh5zbS2En,K0cWjvomIMf,31,felix
tArf2JT2OGN,201610,B9XQn7IBaMW,cJKLG2tjEmO,K0cWjvomIMf,1,felix
tArf2JT2OGN,201610,B9XQn7IBaMW,g7Lh5zbS2En,K0cWjvomIMf,50,felix
lgfAGuYAdPZ,201610,AKhVrrqumM6,p8KHSw07YH1,JqXGWrK1gp9,24,felix
lgfAGuYAdPZ,201610,AKhVrrqumM6,lbCDtnQRrh6,JqXGWrK1gp9,68,felix
zpJjBI4BewR,201610,AKhVrrqumM6,lbCDtnQRrh6,JqXGWrK1gp9,1,felix
uAlw1jSa1Az,201610,AKhVrrqumM6,g7Lh5zbS2En,JqXGWrK1gp9,2,felix
tArf2JT2OGN,201610,AKhVrrqumM6,cJKLG2tjEmO,JqXGWrK1gp9,1,felix
tArf2JT2OGN,201610,AKhVrrqumM6,g7Lh5zbS2En,JqXGWrK1gp9,8,felix
lgfAGuYAdPZ,201610,PuE4XHg3mFm,p8KHSw07YH1,H3XczdtGIO5,1,felix
lgfAGuYAdPZ,201610,PuE4XHg3mFm,lbCDtnQRrh6,H3XczdtGIO5,31,felix
uAlw1jSa1Az,201610,PuE4XHg3mFm,g7Lh5zbS2En,H3XczdtGIO5,2,felix
tArf2JT2OGN,201610,PuE4XHg3mFm,cJKLG2tjEmO,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,PuE4XHg3mFm,g7Lh5zbS2En,H3XczdtGIO5,5,felix
lgfAGuYAdPZ,201610,xTrezmJ8IB6,p8KHSw07YH1,H3XczdtGIO5,27,felix
lgfAGuYAdPZ,201610,xTrezmJ8IB6,lbCDtnQRrh6,H3XczdtGIO5,409,felix
zpJjBI4BewR,201610,xTrezmJ8IB6,lbCDtnQRrh6,H3XczdtGIO5,4,felix
uAlw1jSa1Az,201610,xTrezmJ8IB6,g7Lh5zbS2En,H3XczdtGIO5,4,felix
tArf2JT2OGN,201610,xTrezmJ8IB6,cJKLG2tjEmO,H3XczdtGIO5,2,felix
tArf2JT2OGN,201610,xTrezmJ8IB6,g7Lh5zbS2En,H3XczdtGIO5,10,felix
lgfAGuYAdPZ,201610,gAKWWlzco2t,lbCDtnQRrh6,IpcHlwXHAL4,15,felix
lgfAGuYAdPZ,201610,yx40eoay4oE,lbCDtnQRrh6,XTGYT1BDtAy,41,felix
zpJjBI4BewR,201610,yx40eoay4oE,lbCDtnQRrh6,XTGYT1BDtAy,2,felix
uAlw1jSa1Az,201610,yx40eoay4oE,g7Lh5zbS2En,XTGYT1BDtAy,1,felix
tArf2JT2OGN,201610,yx40eoay4oE,g7Lh5zbS2En,XTGYT1BDtAy,3,felix
lgfAGuYAdPZ,201610,QyiacDkIae3,p8KHSw07YH1,K0cWjvomIMf,136,felix
lgfAGuYAdPZ,201610,QyiacDkIae3,lbCDtnQRrh6,K0cWjvomIMf,1134,felix
zpJjBI4BewR,201610,QyiacDkIae3,p8KHSw07YH1,K0cWjvomIMf,1,felix
zpJjBI4BewR,201610,QyiacDkIae3,lbCDtnQRrh6,K0cWjvomIMf,34,felix
uAlw1jSa1Az,201610,QyiacDkIae3,cJKLG2tjEmO,K0cWjvomIMf,2,felix
uAlw1jSa1Az,201610,QyiacDkIae3,g7Lh5zbS2En,K0cWjvomIMf,40,felix
tArf2JT2OGN,201610,QyiacDkIae3,cJKLG2tjEmO,K0cWjvomIMf,9,felix
tArf2JT2OGN,201610,QyiacDkIae3,g7Lh5zbS2En,K0cWjvomIMf,154,felix
lgfAGuYAdPZ,201610,YaNze2Y77ss,p8KHSw07YH1,IpcHlwXHAL4,41,felix
lgfAGuYAdPZ,201610,YaNze2Y77ss,lbCDtnQRrh6,IpcHlwXHAL4,725,felix
zpJjBI4BewR,201610,YaNze2Y77ss,lbCDtnQRrh6,IpcHlwXHAL4,36,felix
uAlw1jSa1Az,201610,YaNze2Y77ss,cJKLG2tjEmO,IpcHlwXHAL4,1,felix
uAlw1jSa1Az,201610,YaNze2Y77ss,g7Lh5zbS2En,IpcHlwXHAL4,35,felix
tArf2JT2OGN,201610,YaNze2Y77ss,cJKLG2tjEmO,IpcHlwXHAL4,4,felix
tArf2JT2OGN,201610,YaNze2Y77ss,g7Lh5zbS2En,IpcHlwXHAL4,71,felix
lgfAGuYAdPZ,201610,R13VHIlBzno,lbCDtnQRrh6,IpcHlwXHAL4,13,felix
tArf2JT2OGN,201610,Uo3USBvvM3j,g7Lh5zbS2En,JqXGWrK1gp9,2,felix
lgfAGuYAdPZ,201610,U7T3a53VG5g,p8KHSw07YH1,H3XczdtGIO5,1,felix
lgfAGuYAdPZ,201610,U7T3a53VG5g,lbCDtnQRrh6,H3XczdtGIO5,19,felix
lgfAGuYAdPZ,201610,yziyz0xzElK,p8KHSw07YH1,H3XczdtGIO5,6,felix
lgfAGuYAdPZ,201610,yziyz0xzElK,lbCDtnQRrh6,H3XczdtGIO5,43,felix
uAlw1jSa1Az,201610,yziyz0xzElK,g7Lh5zbS2En,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,yziyz0xzElK,cJKLG2tjEmO,H3XczdtGIO5,2,felix
tArf2JT2OGN,201610,yziyz0xzElK,g7Lh5zbS2En,H3XczdtGIO5,10,felix
lgfAGuYAdPZ,201610,dNNCJcHxNSm,p8KHSw07YH1,IpcHlwXHAL4,1,felix
lgfAGuYAdPZ,201610,dNNCJcHxNSm,lbCDtnQRrh6,IpcHlwXHAL4,178,felix
zpJjBI4BewR,201610,dNNCJcHxNSm,lbCDtnQRrh6,IpcHlwXHAL4,9,felix
lgfAGuYAdPZ,201610,mdMk0zMyY5Y,p8KHSw07YH1,H3XczdtGIO5,53,felix
lgfAGuYAdPZ,201610,mdMk0zMyY5Y,lbCDtnQRrh6,H3XczdtGIO5,312,felix
zpJjBI4BewR,201610,mdMk0zMyY5Y,lbCDtnQRrh6,H3XczdtGIO5,5,felix
uAlw1jSa1Az,201610,mdMk0zMyY5Y,g7Lh5zbS2En,H3XczdtGIO5,20,felix
tArf2JT2OGN,201610,mdMk0zMyY5Y,cJKLG2tjEmO,H3XczdtGIO5,11,felix
tArf2JT2OGN,201610,mdMk0zMyY5Y,g7Lh5zbS2En,H3XczdtGIO5,63,felix
lgfAGuYAdPZ,201610,R53kacQeXci,p8KHSw07YH1,H3XczdtGIO5,27,felix
lgfAGuYAdPZ,201610,R53kacQeXci,lbCDtnQRrh6,H3XczdtGIO5,411,felix
zpJjBI4BewR,201610,R53kacQeXci,lbCDtnQRrh6,H3XczdtGIO5,4,felix
uAlw1jSa1Az,201610,R53kacQeXci,g7Lh5zbS2En,H3XczdtGIO5,6,felix
tArf2JT2OGN,201610,R53kacQeXci,cJKLG2tjEmO,H3XczdtGIO5,4,felix
tArf2JT2OGN,201610,R53kacQeXci,g7Lh5zbS2En,H3XczdtGIO5,23,felix
lgfAGuYAdPZ,201610,X5YR4s6tMnt,p8KHSw07YH1,H3XczdtGIO5,14,felix
lgfAGuYAdPZ,201610,X5YR4s6tMnt,lbCDtnQRrh6,H3XczdtGIO5,218,felix
zpJjBI4BewR,201610,X5YR4s6tMnt,lbCDtnQRrh6,H3XczdtGIO5,4,felix
lgfAGuYAdPZ,201610,hBqir19pkDS,p8KHSw07YH1,H3XczdtGIO5,66,felix
lgfAGuYAdPZ,201610,hBqir19pkDS,lbCDtnQRrh6,H3XczdtGIO5,378,felix
zpJjBI4BewR,201610,hBqir19pkDS,p8KHSw07YH1,H3XczdtGIO5,1,felix
zpJjBI4BewR,201610,hBqir19pkDS,lbCDtnQRrh6,H3XczdtGIO5,7,felix
uAlw1jSa1Az,201610,hBqir19pkDS,g7Lh5zbS2En,H3XczdtGIO5,15,felix
tArf2JT2OGN,201610,hBqir19pkDS,cJKLG2tjEmO,H3XczdtGIO5,9,felix
tArf2JT2OGN,201610,hBqir19pkDS,g7Lh5zbS2En,H3XczdtGIO5,57,felix
lgfAGuYAdPZ,201610,A19e0CHhTj3,p8KHSw07YH1,H3XczdtGIO5,116,felix
lgfAGuYAdPZ,201610,A19e0CHhTj3,lbCDtnQRrh6,H3XczdtGIO5,1755,felix
zpJjBI4BewR,201610,A19e0CHhTj3,p8KHSw07YH1,H3XczdtGIO5,4,felix
zpJjBI4BewR,201610,A19e0CHhTj3,lbCDtnQRrh6,H3XczdtGIO5,45,felix
uAlw1jSa1Az,201610,A19e0CHhTj3,cJKLG2tjEmO,H3XczdtGIO5,2,felix
uAlw1jSa1Az,201610,A19e0CHhTj3,g7Lh5zbS2En,H3XczdtGIO5,41,felix
tArf2JT2OGN,201610,A19e0CHhTj3,cJKLG2tjEmO,H3XczdtGIO5,39,felix
tArf2JT2OGN,201610,A19e0CHhTj3,g7Lh5zbS2En,H3XczdtGIO5,233,felix
lgfAGuYAdPZ,201610,cYsHeMRPZ1M,p8KHSw07YH1,H3XczdtGIO5,96,felix
lgfAGuYAdPZ,201610,cYsHeMRPZ1M,lbCDtnQRrh6,H3XczdtGIO5,1450,felix
zpJjBI4BewR,201610,cYsHeMRPZ1M,p8KHSw07YH1,H3XczdtGIO5,1,felix
zpJjBI4BewR,201610,cYsHeMRPZ1M,lbCDtnQRrh6,H3XczdtGIO5,17,felix
uAlw1jSa1Az,201610,cYsHeMRPZ1M,cJKLG2tjEmO,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,cYsHeMRPZ1M,g7Lh5zbS2En,H3XczdtGIO5,15,felix
tArf2JT2OGN,201610,cYsHeMRPZ1M,cJKLG2tjEmO,H3XczdtGIO5,12,felix
tArf2JT2OGN,201610,cYsHeMRPZ1M,g7Lh5zbS2En,H3XczdtGIO5,72,felix
lgfAGuYAdPZ,201610,nVj0xIkctZY,p8KHSw07YH1,H3XczdtGIO5,14,felix
lgfAGuYAdPZ,201610,nVj0xIkctZY,lbCDtnQRrh6,H3XczdtGIO5,210,felix
lgfAGuYAdPZ,201610,UtipAc6rtV6,p8KHSw07YH1,IpcHlwXHAL4,20,felix
lgfAGuYAdPZ,201610,UtipAc6rtV6,lbCDtnQRrh6,IpcHlwXHAL4,375,felix
zpJjBI4BewR,201610,UtipAc6rtV6,p8KHSw07YH1,IpcHlwXHAL4,1,felix
zpJjBI4BewR,201610,UtipAc6rtV6,lbCDtnQRrh6,IpcHlwXHAL4,15,felix
uAlw1jSa1Az,201610,UtipAc6rtV6,cJKLG2tjEmO,IpcHlwXHAL4,2,felix
uAlw1jSa1Az,201610,UtipAc6rtV6,g7Lh5zbS2En,IpcHlwXHAL4,8,felix
tArf2JT2OGN,201610,UtipAc6rtV6,cJKLG2tjEmO,IpcHlwXHAL4,2,felix
tArf2JT2OGN,201610,UtipAc6rtV6,g7Lh5zbS2En,IpcHlwXHAL4,18,felix
lgfAGuYAdPZ,201610,cfROZdjYJFC,p8KHSw07YH1,H3XczdtGIO5,27,felix
lgfAGuYAdPZ,201610,cfROZdjYJFC,lbCDtnQRrh6,H3XczdtGIO5,159,felix
zpJjBI4BewR,201610,cfROZdjYJFC,lbCDtnQRrh6,H3XczdtGIO5,2,felix
uAlw1jSa1Az,201610,cfROZdjYJFC,cJKLG2tjEmO,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,cfROZdjYJFC,g7Lh5zbS2En,H3XczdtGIO5,4,felix
lgfAGuYAdPZ,201610,eGun696Qg8O,p8KHSw07YH1,H3XczdtGIO5,2,felix
lgfAGuYAdPZ,201610,eGun696Qg8O,lbCDtnQRrh6,H3XczdtGIO5,15,felix
lgfAGuYAdPZ,201610,A7oMr08DhJB,lbCDtnQRrh6,IpcHlwXHAL4,117,felix
zpJjBI4BewR,201610,A7oMr08DhJB,lbCDtnQRrh6,IpcHlwXHAL4,2,felix
lgfAGuYAdPZ,201610,FVZSGQeGAWy,p8KHSw07YH1,H3XczdtGIO5,13,felix
lgfAGuYAdPZ,201610,FVZSGQeGAWy,lbCDtnQRrh6,H3XczdtGIO5,19,felix
uAlw1jSa1Az,201610,FVZSGQeGAWy,g7Lh5zbS2En,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,FVZSGQeGAWy,cJKLG2tjEmO,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,FVZSGQeGAWy,g7Lh5zbS2En,H3XczdtGIO5,3,felix
lgfAGuYAdPZ,201610,gz6H3xfyKgn,p8KHSw07YH1,H3XczdtGIO5,44,felix
lgfAGuYAdPZ,201610,gz6H3xfyKgn,lbCDtnQRrh6,H3XczdtGIO5,244,felix
zpJjBI4BewR,201610,gz6H3xfyKgn,p8KHSw07YH1,H3XczdtGIO5,2,felix
zpJjBI4BewR,201610,gz6H3xfyKgn,lbCDtnQRrh6,H3XczdtGIO5,8,felix
uAlw1jSa1Az,201610,gz6H3xfyKgn,g7Lh5zbS2En,H3XczdtGIO5,14,felix
tArf2JT2OGN,201610,gz6H3xfyKgn,cJKLG2tjEmO,H3XczdtGIO5,7,felix
tArf2JT2OGN,201610,gz6H3xfyKgn,g7Lh5zbS2En,H3XczdtGIO5,40,felix
lgfAGuYAdPZ,201610,xpXgPL892GT,p8KHSw07YH1,H3XczdtGIO5,21,felix
lgfAGuYAdPZ,201610,xpXgPL892GT,lbCDtnQRrh6,H3XczdtGIO5,33,felix
uAlw1jSa1Az,201610,xpXgPL892GT,g7Lh5zbS2En,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,xpXgPL892GT,cJKLG2tjEmO,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,xpXgPL892GT,g7Lh5zbS2En,H3XczdtGIO5,5,felix
lgfAGuYAdPZ,201610,HUsIFF3CxlZ,p8KHSw07YH1,IpcHlwXHAL4,38,felix
lgfAGuYAdPZ,201610,HUsIFF3CxlZ,lbCDtnQRrh6,IpcHlwXHAL4,866,felix
zpJjBI4BewR,201610,HUsIFF3CxlZ,p8KHSw07YH1,IpcHlwXHAL4,1,felix
zpJjBI4BewR,201610,HUsIFF3CxlZ,lbCDtnQRrh6,IpcHlwXHAL4,34,felix
uAlw1jSa1Az,201610,HUsIFF3CxlZ,cJKLG2tjEmO,IpcHlwXHAL4,2,felix
uAlw1jSa1Az,201610,HUsIFF3CxlZ,g7Lh5zbS2En,IpcHlwXHAL4,36,felix
tArf2JT2OGN,201610,HUsIFF3CxlZ,cJKLG2tjEmO,IpcHlwXHAL4,2,felix
tArf2JT2OGN,201610,HUsIFF3CxlZ,g7Lh5zbS2En,IpcHlwXHAL4,46,felix
lgfAGuYAdPZ,201610,x34xUVEFge4,p8KHSw07YH1,H3XczdtGIO5,1,felix
lgfAGuYAdPZ,201610,x34xUVEFge4,lbCDtnQRrh6,H3XczdtGIO5,9,felix
uAlw1jSa1Az,201610,x34xUVEFge4,cJKLG2tjEmO,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,x34xUVEFge4,g7Lh5zbS2En,H3XczdtGIO5,4,felix
tArf2JT2OGN,201610,x34xUVEFge4,cJKLG2tjEmO,H3XczdtGIO5,3,felix
tArf2JT2OGN,201610,x34xUVEFge4,g7Lh5zbS2En,H3XczdtGIO5,18,felix
lgfAGuYAdPZ,201610,dsbD2Xdq2Zg,p8KHSw07YH1,JqXGWrK1gp9,21,felix
lgfAGuYAdPZ,201610,dsbD2Xdq2Zg,lbCDtnQRrh6,JqXGWrK1gp9,51,felix
zpJjBI4BewR,201610,dsbD2Xdq2Zg,lbCDtnQRrh6,JqXGWrK1gp9,1,felix
uAlw1jSa1Az,201610,dsbD2Xdq2Zg,g7Lh5zbS2En,JqXGWrK1gp9,1,felix
tArf2JT2OGN,201610,dsbD2Xdq2Zg,cJKLG2tjEmO,JqXGWrK1gp9,1,felix
tArf2JT2OGN,201610,dsbD2Xdq2Zg,g7Lh5zbS2En,JqXGWrK1gp9,13,felix
lgfAGuYAdPZ,201610,HIEF04AulGc,p8KHSw07YH1,H3XczdtGIO5,1,felix
lgfAGuYAdPZ,201610,HIEF04AulGc,lbCDtnQRrh6,H3XczdtGIO5,9,felix
uAlw1jSa1Az,201610,HIEF04AulGc,g7Lh5zbS2En,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,HIEF04AulGc,cJKLG2tjEmO,H3XczdtGIO5,2,felix
tArf2JT2OGN,201610,HIEF04AulGc,g7Lh5zbS2En,H3XczdtGIO5,14,felix
lgfAGuYAdPZ,201610,SjINobZpstF,p8KHSw07YH1,H3XczdtGIO5,9,felix
lgfAGuYAdPZ,201610,SjINobZpstF,lbCDtnQRrh6,H3XczdtGIO5,143,felix
lgfAGuYAdPZ,201610,JWdMKPTg0HL,p8KHSw07YH1,H3XczdtGIO5,13,felix
lgfAGuYAdPZ,201610,JWdMKPTg0HL,lbCDtnQRrh6,H3XczdtGIO5,21,felix
uAlw1jSa1Az,201610,JWdMKPTg0HL,g7Lh5zbS2En,H3XczdtGIO5,2,felix
tArf2JT2OGN,201610,JWdMKPTg0HL,cJKLG2tjEmO,H3XczdtGIO5,2,felix
tArf2JT2OGN,201610,JWdMKPTg0HL,g7Lh5zbS2En,H3XczdtGIO5,16,felix
lgfAGuYAdPZ,201610,qvpYnC3UQ7z,p8KHSw07YH1,IpcHlwXHAL4,50,felix
lgfAGuYAdPZ,201610,qvpYnC3UQ7z,lbCDtnQRrh6,IpcHlwXHAL4,956,felix
zpJjBI4BewR,201610,qvpYnC3UQ7z,p8KHSw07YH1,IpcHlwXHAL4,1,felix
zpJjBI4BewR,201610,qvpYnC3UQ7z,lbCDtnQRrh6,IpcHlwXHAL4,35,felix
uAlw1jSa1Az,201610,qvpYnC3UQ7z,cJKLG2tjEmO,IpcHlwXHAL4,3,felix
uAlw1jSa1Az,201610,qvpYnC3UQ7z,g7Lh5zbS2En,IpcHlwXHAL4,51,felix
tArf2JT2OGN,201610,qvpYnC3UQ7z,cJKLG2tjEmO,IpcHlwXHAL4,4,felix
tArf2JT2OGN,201610,qvpYnC3UQ7z,g7Lh5zbS2En,IpcHlwXHAL4,51,felix
lgfAGuYAdPZ,201610,A1LHwsmDMUX,p8KHSw07YH1,K0cWjvomIMf,124,felix
lgfAGuYAdPZ,201610,A1LHwsmDMUX,lbCDtnQRrh6,K0cWjvomIMf,912,felix
zpJjBI4BewR,201610,A1LHwsmDMUX,lbCDtnQRrh6,K0cWjvomIMf,16,felix
uAlw1jSa1Az,201610,A1LHwsmDMUX,cJKLG2tjEmO,K0cWjvomIMf,2,felix
uAlw1jSa1Az,201610,A1LHwsmDMUX,g7Lh5zbS2En,K0cWjvomIMf,30,felix
tArf2JT2OGN,201610,A1LHwsmDMUX,cJKLG2tjEmO,K0cWjvomIMf,8,felix
tArf2JT2OGN,201610,A1LHwsmDMUX,g7Lh5zbS2En,K0cWjvomIMf,118,felix
lgfAGuYAdPZ,201610,dAPS3WNKy1K,p8KHSw07YH1,H3XczdtGIO5,100,felix
lgfAGuYAdPZ,201610,dAPS3WNKy1K,lbCDtnQRrh6,H3XczdtGIO5,158,felix
zpJjBI4BewR,201610,dAPS3WNKy1K,p8KHSw07YH1,H3XczdtGIO5,4,felix
zpJjBI4BewR,201610,dAPS3WNKy1K,lbCDtnQRrh6,H3XczdtGIO5,3,felix
uAlw1jSa1Az,201610,dAPS3WNKy1K,cJKLG2tjEmO,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,dAPS3WNKy1K,g7Lh5zbS2En,H3XczdtGIO5,11,felix
tArf2JT2OGN,201610,dAPS3WNKy1K,cJKLG2tjEmO,H3XczdtGIO5,24,felix
tArf2JT2OGN,201610,dAPS3WNKy1K,g7Lh5zbS2En,H3XczdtGIO5,147,felix
lgfAGuYAdPZ,201610,RZH7LqubaPp,p8KHSw07YH1,H3XczdtGIO5,44,felix
lgfAGuYAdPZ,201610,RZH7LqubaPp,lbCDtnQRrh6,H3XczdtGIO5,665,felix
zpJjBI4BewR,201610,RZH7LqubaPp,lbCDtnQRrh6,H3XczdtGIO5,4,felix
uAlw1jSa1Az,201610,RZH7LqubaPp,cJKLG2tjEmO,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,RZH7LqubaPp,g7Lh5zbS2En,H3XczdtGIO5,8,felix
tArf2JT2OGN,201610,RZH7LqubaPp,cJKLG2tjEmO,H3XczdtGIO5,4,felix
tArf2JT2OGN,201610,RZH7LqubaPp,g7Lh5zbS2En,H3XczdtGIO5,24,felix
lgfAGuYAdPZ,201610,VsubFRDKyLR,p8KHSw07YH1,JqXGWrK1gp9,18,felix
lgfAGuYAdPZ,201610,VsubFRDKyLR,lbCDtnQRrh6,JqXGWrK1gp9,50,felix
zpJjBI4BewR,201610,VsubFRDKyLR,lbCDtnQRrh6,JqXGWrK1gp9,2,felix
uAlw1jSa1Az,201610,VsubFRDKyLR,g7Lh5zbS2En,JqXGWrK1gp9,1,felix
tArf2JT2OGN,201610,VsubFRDKyLR,cJKLG2tjEmO,JqXGWrK1gp9,1,felix
tArf2JT2OGN,201610,VsubFRDKyLR,g7Lh5zbS2En,JqXGWrK1gp9,8,felix
lgfAGuYAdPZ,201610,e8KbBUYLOqY,p8KHSw07YH1,H3XczdtGIO5,334,felix
lgfAGuYAdPZ,201610,e8KbBUYLOqY,lbCDtnQRrh6,H3XczdtGIO5,1830,felix
zpJjBI4BewR,201610,e8KbBUYLOqY,p8KHSw07YH1,H3XczdtGIO5,5,felix
zpJjBI4BewR,201610,e8KbBUYLOqY,lbCDtnQRrh6,H3XczdtGIO5,26,felix
uAlw1jSa1Az,201610,e8KbBUYLOqY,cJKLG2tjEmO,H3XczdtGIO5,2,felix
uAlw1jSa1Az,201610,e8KbBUYLOqY,g7Lh5zbS2En,H3XczdtGIO5,30,felix
tArf2JT2OGN,201610,e8KbBUYLOqY,cJKLG2tjEmO,H3XczdtGIO5,32,felix
tArf2JT2OGN,201610,e8KbBUYLOqY,g7Lh5zbS2En,H3XczdtGIO5,191,felix
lgfAGuYAdPZ,201610,EddKiEXCXSD,p8KHSw07YH1,H3XczdtGIO5,37,felix
lgfAGuYAdPZ,201610,EddKiEXCXSD,lbCDtnQRrh6,H3XczdtGIO5,217,felix
zpJjBI4BewR,201610,EddKiEXCXSD,p8KHSw07YH1,H3XczdtGIO5,1,felix
zpJjBI4BewR,201610,EddKiEXCXSD,lbCDtnQRrh6,H3XczdtGIO5,8,felix
uAlw1jSa1Az,201610,EddKiEXCXSD,g7Lh5zbS2En,H3XczdtGIO5,10,felix
tArf2JT2OGN,201610,EddKiEXCXSD,cJKLG2tjEmO,H3XczdtGIO5,2,felix
tArf2JT2OGN,201610,EddKiEXCXSD,g7Lh5zbS2En,H3XczdtGIO5,13,felix
